sentence,label
might just go to bed and get ready for work,1
if i'm really hot as yet it reminds me of mix is,0
we 'll be there for you,1
what a beautiful buddy day i,0
i know our lack of logos have had power problems,0
and no lie home to much,0
recovering from meltdown and its sherwood,0
it was the perfect it feels soooo not that i'm super tired right,0
still suffering for a little while,0
yeah not until i shrink those spilled man shared,0
i love your stuff i need to listen to some gangsta music i like the sound of summer,1
i wonder why have a good day ahead of me and be super,0
sg 's in toronto this morning and,1
i think it will be a good one,1
i am in pain and i'm not,1
tired and tired and i have a headache,1
glad you had the best night,1
i think i 'll go to bed early,1
note to self never reply to your blog,1
ashley you are not talking in a,1
your welcome to the point of a,1
saw you at a local event in london so i thought you might want to check out,1
sfo for the weekend with a splitting headache,1
davies is the best way to start my,1
thinkin of the day for the first,1
we 're gonna have to wait till november so,1
today i'm so excited to start my day,1
i ca n't wait for the new,1
vocal is always good to hear from you,1
just finished my first book i 've ever gotten a job in,1
do n't forget i have n't bought anything,0
my dad is sick and i do n't wanna be,1
i love that guy wrong,0
get 100 followers a day using wwwtweeteraddercom once you add everyone you are on the train or pay vip,0
i type of films i'm on the curb alaska and is a,0
i lacked an essay on william martin,0
dance recital is on the way,1
i know how to work it all,1
so much of the new day 's new blog post,1
you dedicate me fat and exciting at the same time,0
its my first time in the history regents,1
buy all of the along songs,0
i can feel the english dubbed theory classes all,0
i have to go to the dentist,1
everything is not as hectic as,0
i have no idea who i am,0
i just had a terrible dream that you made up your mind but you 're,1
i get paid to go to,0
i hope you have a variety of goodie,0
bride wars a little too much congrats on the job beyonce,0
mini and the girls are going through the,1
you should check out my millions,0
my heart is hurting but i think it was because my friends are getting bigger than that,1
getting ready for work and i'm going to have to get,1
say hi to the old ladies,1
i dunno where the hell integration background is,0
but i ca n't go to the beach,1
i am good just remembering everything from yours,0
just got back from hanging out w the crew,1
me and my friend are going to see up tonight,1
you 're a good son,0
how do you know how long it takes,1
sounds familiar with tweetdeck so the monitor is n't available,0
youtube is down for my laptop,1
it was amazing at me but i,0
i will get a picture tomorrow,1
i alittle forget what this was,0
i 've eaten the biggest top of,0
i have a feeling i 'll be,1
and i will wake up in 4hrs for,0
got a little sneak peek nite tweet,0
people should have been doing better,1
i talked to bumps in that basket,0
yesterday back to the exciting 311 falls,0
it was a blast to be dragged,1
sorry you did n't get to tweet,0
nice to know you 've got to get,1
singing a song for my new album,1
a little late but i have to,1
i know i might ship your cards today,0
im so sick again and school practice town has gone cut and raining ca n't get my hair to dye boo,0
she 's probably crazyness in the,0
ca n't wait for the new album,1
to bad for anything alone,0
forgot to bring a new one,1
them loaded to be moved there for paramore and devin,0
fun day in the city with my,1
lol no fancy lips at some parts,0
i wish i was in nyc right now so i,1
and screw me during mice one,0
everyone seems to like your avatar,0
i think i need something to rudy at the first,0
i want a puppy so bad,1
nope the tag of updating you when web,0
i hate it when you are finishing your impossible progress,0
i am full of strategy reading,0
if i do n't have a phone call tomorrow i 've had the,1
what a beautiful buddy day i,0
yeah not until i shrink those spilled man shared,0
go back to bed for me soon,0
u must always try to find smoke food,0
i can imagine it with someone and its still very cold,1
i have a new song and is,1
how 'bout that no money neil henrie,0
i now swore not to remember in the,0
lucas austen amy amp erica are proud of greys boyle,0
cool i am starting to love the jimmy archuleta cover,0
how r u feeling abt crap,0
apple vs file is better but my iphone 's does n't,0
then off to get up early,1
on youtube tyler its 5 mins now haha,0
yes i am sure that i can,1
that sounds so good right now,1
i am so happy that i got to see you guys in,1
but i am sure they 'll do,1
haha yes that is pretty awesome,1
actually the better way the tweetdeck tech left intended working tried to order the,0
that sucks i think my head still hurts from sleeping,1
rob added permission to rain,0
what kiwi one short is going,0
eeeee until 4am leave 230 's,0
ouch havent eaten or wanted to bite lol,0
hope you did to understand that,0
i just killed myself out for,0
graduated 2 calories today first 3 days at it now,0
dead wii springs a day without dancing downpour after fond news about 145 kids first,0
okay so i just got home from work,1
i just got back from the mall and now i'm going to,1
heading to corn i love me some,0
looks like i have no idea what i am doing tonight,1
the sun is shining again and i am stuck inside doing,1
you 're welcome i want to sleeeeep,0
man i ca n't watch twilight tonight or what,0
i have a feeling that i am going to be a,1
hmmm the whole process is n't fair,1
that 's the only one you should pay attention,0
going out to eat with the girls today is a,1
shane has left now so sad quotthat this means i will be taking,0
i sleep like a pig and,0
i wish you could get me one,0
sometimes you just need to find a new job,1
i love that you have to follow him,1
just woke up and it 's been raining today,1
i ca n't wait for this,1
seems to be going to get a new phone,1
i'm eating lime muffins and jamba juice with yumm,0
it is basically spot available my,0
im sure tasty toto would invest in before,0
ca n't afford to see angels and demons so,1
we talked for 6 many 30,0
damn it i 've been up since 430 am,1
at least our and the stuff perfectly did n't ended up bm,0
thanks for dad 's i'm in the it 's a good thing,0
like i said i was a little disappointed,1
so i was gonna tell in your area as a baby,1
whispers sydney 2 c can only pop men,0
hope campbell on 22nd floor did n't forget about being checked out then private,0
is off to church in the morning,1
can i have a new one,1
now i have to go back to work and get,1
i'm bored missing my mommy,0
andrew n chandler go both polar,0
no i did n't get to see him,1
i'm so sure you 'd look wonder she lives make a good beat,0
everyone will get used to this 100,0
i just got up and now i,1
me too but it 's not working,1
today two staff death biz manager hose behind,0
so sad i just been shopping for my flight too,0
something awkward with that urban verse hopefully it was nice woo and thanks anyway lol,0
all this free coffee makes for a,1
yep i do have to do it,1
graduated 2 calories today first 3 days at it now,0
hope u guys have good video access or,0
i have to go to work,1
im so tired i want to go to,1
conan is rare and called falling shut down,0
i have a headache and i ca n't even,1
is going to bed now goodnight tweeters,1
meanwhile i do n't have a,0
annie 's gonna make me a happy little,1
been up 2 24 hrs tons of time this week,0
just about to set off my laptop and hit,1
i 'd show journalism all the guest document details,0
conan is rare and called falling shut down,0
sorry that 's just mean i'm not a good friend,1
cant wait for the new album,1
i hate it when that happens,1
and so others are developed donuts away,0
i think i 'll have to go to sleep,1
feeling strangely cba with people then i horny bookmarks and ajax,0
maybe he wo n't be at the show,1
indeed you 're the one who gives her a kiss,1
i now swore not to remember in the,0
i have a headache and i ca,1
i have the biggest urge to go to a show in san fran,1
it 's raining for 4hrs,0
but it 's hot in romania,0
just got done watching the last episode of pushing,1
i have to go to work,1
i 've slept therefore digging a paper hehehe,0
im having a good time today,1
im still not feeling very well lately,1
lol yeah thats a bummer,0
just like a hundred points each,0
okay so im off for the day i think i'm falling asleep in bed,1
ya 'll got to be at work right in the am then,1
oh and i have to work tomorrow,1
holly says 'hi carol' pleaseeeeeeee please please,1
i was so sad when i saw,1
very nice to find some things to be done,1
excited 4 church 20 break now,0
i 'd like to do that again,0
i am at uni too bad about being a girl,1
how many apps wo n't be on,1
hey tom got you some me in school solo so,0
yeah i am sure i will be,1
hey tom visit you for like to fast,0
i really wanted to eat that i could n't too spicy choc,0
off to sit sessions for the last hours to do nothing feels so sick here,0
leaving work early and i do n't want,1
good morning everyone i'm here too,1
feeling kinda lonely and tired do,0
so proud of mi nighty nite '09,0
man i was hoping my mom would have been there,1
i'm at work also mms scoring up array,0
how did u like your morning,1
just got back from a date in nyc,0
let me know if you need help,1
i love you so much you 're my hero,1
finally got some for the new one,1
tell all what is you at wwwiamsoannoyedcom,1
i was sitting down and on,0
really wants to go to the beach,1
yeahhhhh but yeah someones amazing and worries,0
having a bbq at my desk in the,1
i think that 's pretty much what happened,0
bout 2 watch bak later this morning relay for divorce soon and it 's,0
and i have to go to work,1
hopes the best weather is n't as,1
what have a good night for like 2 years,1
as kids changed that look after tobacco docs stand up,0
it 's a sunday roast ali bra,0
chase at ridiculous cement leak exposure found out that bruce 's bonding was canceled,0
are you 11 amp getting a view of solitaire,0
when i get to back in victoria,0
i'm really sad right now i ca n't seem to,0
sounds like a good idea,0
if we can get the iphone 3gs you 'd have a few issues,1
lazy day with friends amp a lot more drinkies,1
i 've got to be the last one i,1
friends miffed i'm salty me not all of them guys r headband and i'm just 19,0
outside the city with and the fam,1
do n't judge me again,0
do not get me wrong,0
getting ready to go to hair candles maybe a wash coat,0
is frustrated with mum 's store today about deadline drinks in the basement maybe,0
hope you guys had a great show,1
i do n't think i can go to the cinema,1
was invented the bunny workers got fangs,0
still have a headache and i have a,1
hi mr drew please please,0
i have a headache and i ca n't sleep,1
everyone seems to like your avatar,0
i talked to bumps in that basket,0
still suffering for a little while,0
i have n't been on in a while,1
it 's the one day i 'll wake,1
so wearing boots for walkies ugh,0
i just killed myself out for,0
job hunting in a few minutes,1
4 3 year olds walks in castle closed,0
nah sad about it though,0
last night in boston was great,1
gym issue i did n't do anything work and have a good excuse to answer thanx for sree,0
can i have the sun back,1
i had you and a cupcake,0
with my fellow friends of course revolution hahaha what a beautiful,0
i am in london and are,0
its like this for twitter searches,0
i do n't think i would ever have to work,1
my phone is dying so i ca n't use,1
omg i do n't know if i intend,0
does n't feel like going to work,1
nah sad about it though,0
hopefully it 's back to 24 soon though,0
oh man the weekend goes by faster,1
there was a spider in my back,1
yay migraine gets better i ca n't sleep,0
wishing that they supported him famous,0
ca n't wait to see my new friend,1
jared 's not feeling too hot,1
and tom is on the list,0
i just finished the last 10 minutes,1
and i am a big fan of yours,1
feeling nauseous and sick and i have a fever,1
i'm sure u could have been invited to ur dad amp i was trying to do,1
2 weeks old and i was too,1
concert 2day have n't seen since,0
just opened the order for the 50 layout 15,0
is the worst part partly hot,0
starting a new life for the summer,1
gonna play jax piano so much iv been taunting for some yesterday didnt do any work,0
tell me about it i 'll be there,1
how do i turn 19 hours back,0
had super duper fun of my old friends tho,0
wants to go to disneyland in a,1
yeah i am sure i will be,1
i can so do it on my ipod,0
for the first time in years i 've,1
i never thought that the same house wud never let the wind,0
aww darn the channel wo n't come out till you post it,0
good night everybody regardless my logic has n't shown on me and tweetin,0
better than i thought it was,1
im not going to be able to see you guys in concert,1
i 've had a amazing productive week,0
just like a hundred points each,0
had a great day at the park,1
return and break pot and now verry nifty,0
all i have to say is i am so happy,1
actually the better way the tweetdeck tech left intended working tried to order the,0
cleaning an appt to wear my,0
word jam with long term,0
te amo que amo que twitter,1
thank you to everyone for their birthday wishes,1
hooray to the max in the house,1
amp my hair is too short,1
i 've been trusted comments lately,0
maybe you should have a little bit,1
we all are just too geeky,0
looks forwards wrapped and other clash levels,0
i'm not in the mood to go,1
this am i didnt feel good mad sick,0
damn i was going to give away the go for tomorrow but i ca n't have one for free,0
jess just hit my phone takes,0
i have a feeling it 's gonna be a good day,1
wow grace have had a jelly alarm should have had over twin burgers,0
just got back from swimming with the,1
omgosh os it 's stressful weather risk more scrapbooking when it comes across below information,0
here and on a unrelated note just,0
but i guess i will go to my moms school,1
might contain a hummingbird wide when i'm able to get it done,0
stopping my mom with a friend,1
had to go out and put some frisbee,1
is watching movies in my house i feel like crap and missing,1
i avoided watching the titanic episode 1 but it sucks,0
bored and tired of working,0
do n't let you die i'm,0
when was my bday dinner,0
is amazed right now tried to sleep wmy,0
is in the library and is looking forward to going to church,1
that 's what i thought i 'd be,1
repinging and charles movie suits come on,0
my sister 's house was broken today,1
setting up a phone amp got to check,1
mostly hanging out at the bakery really really feels so alone,0
bout 5 hours later to get a new phone amp i,1
do n't judge me again,0
should start getting some work done with,1
robbed that for my friend is a good,1
and i have a feeling it wo n't,1
yeah huge words i'm talking about,0
might contain a hummingbird wide when i'm able to get it done,0
got sick all set up for a move i had to walk into the shops,0
i wish i could hardly unsubscribe this up,0
you 'll think of us for,0
talking status about mr chow in the corner between georgetown,0
hmmm feel abit miserable this morning sucks ass monday,0
had to get up at 630,1
i'm a bad daughter but i love my friends,1
sushi at the lake with the family,1
save me quotoh whaaat i will see soon,0
i had my first home all afternoon and i did n't,1
how do you get the picture,1
looks forwards wrapped and other clash levels,0
i was in the middle of the show but it was too cold to be in la,1
but i do love the sun,1
may be going out to a job interview,1
omg ich lagi lang ako tayo je,0
yep i do have to do it,1
you 're an awesome person and,0
i know i was going to tell you what happened you to tell me that you had,1
did n't get to spend some waaaay,0
have fun at the beach with some of your mates,1
i have to go to the dentist,1
got into work yesterday hung out with my mom amp uncle tv got a lovely jacket a month ago and kept me,0
i think i am going to go to,1
pre is being filmed for me,1
i wish there would be of,0
i'm eating lime muffins and jamba juice with yumm,0
is in love with her,0
i nd u guys r wicked,0
has a new phone and is not happy,1
very very bored today in my home,1
i'm running heavy eyes on toast rocked by hayfever i still need,0
im not so sure if its fukin cold,0
thinks mine she is perfect,0
i have to go to work,1
am i going to have to do,1
what 's up seattle inside,0
somehow would have ended anything if i had someone to talk,0
who 's 189 made happy hour,0
davies 's been a good show,1
i leave to go see 1 month bus,0
exams are over and i have to study,1
didnt get to see him this week though,1
i get paid to go to,0
guess i should n't ask if it,0
had to fight for a long time id make that way,0
donna very cool night wo what huge,0
i knowww did u get the chance 2 c ur buys 2 airplane offices,0
i can feel the english dubbed theory classes all,0
i caught up with my birthday money catching a date to the new cd called limewire integration,0
too much sympathy looking forward to seeing,0
but hopefully this one shall help with nj,0
hi nice to meet you,0
is not looking forward to the next two,1
how do i invest this twitter thing out for my,0
i was just thinking about written,0
well i hope sucks about that,0
fig to take a pic,0
is stuck in a rut,0
my youtube and purple arrow have no idea how to work with it but still tryin',0
i want to get my hair cut and go and it 's just really cold,1
well i guess i 'll have to wait till i get,1
think i'm gonna cry i need to start my,1
so i think i need a new one,1
and it sure to be rubbish,0
spoke bout stella in the air france bt im a bitch,0
building itunes died nice cracked drive journey,0
good morning good to be back in a good mood finally,0
i caught up with my birthday money catching a date to the new cd called limewire integration,0
haha im bored and i want to sleep now,1
lindsey i know i was trying to win,1
i have to go back to work tomorrow,1
tell alex i thought the best guy is,0
stupid out and nobody driven me to my bus home,0
it makes fun of me and a,1
just got back from back to a,0
me too but i do n't have any money to buy it,1
wish i could be in the sunshine,1
lmao good luck when your the mark amp but in,0
lucas austen amy amp erica are proud of greys boyle,0
thats good i know how to use it,1
maybe it 's time for me to make some nickname they tips as however,0
that word too many americans wo n't approve,0
ok so i'm not ready to leave yet,1
be careful and i will gladly go to see,1
graduated 2 calories today first 3 days at it now,0
where have you seen any,0
i really wanted to eat that i could n't too spicy choc,0
yea it was a good one,1
its really interesting that but there it goes,0
sorry you did n't get to tweet,0
i tweet but i love you too man,0
now everything is fine missing u too,0
shut my head off the face,1
but i guess that 's what you get,1
not sure yet how are you,0
hot hot chocolate pie and water signs where stuff is what it is,0
jbs are so cute and funny,1
get 100 followers a day using wwwtweeterfollowcom once you add everyone you are on the train or pay vip,1
lol i was just kidding i did n't know,1
has this been suspended the last 15 hours,1
you should have come to the show,1
hiding in my house by putting my feet in bed a good,1
not sure if i 'll be able to tweet much,0
oh noo ca n't make sense,0
shuttle comes to the nearest audience of your business mysteriously or restaurant in,0
just got done with our show,1
omj i 've made some data during the past,0
zero to get the new iphone,1
i ca n't wait to see my,1
its a good day for me,1
what is wrong with you on your way to a party with,1
you should come to brazil sometime in,1
trying to fix scholarship words esp on my,0
i 've had a amazing productive week,0
the 16gb looks prettier with 60 blocks aways sunny day ruined,0
i have to go to work,1
off to stargate stopped saying good bye,0
yay finally ordered the java player,0
watching regular announcements dunno which series,0
any advice on getting enough spanish,0
too much sympathy looking forward to seeing,0
is going to miss all my classmates at the wedding today,1
i just found out i ca n't find anything,1
buy all of the along songs,0
ignorance very exciting and i bet it made me feel,0
the pain cut from the spider,0
but no one talks to me,1
its a new day in vegas,1
mmmm dudes are so much nicer,0
2004 is in a better place to do it to me,1
now i ca n't imagine how nice it is for the first season of the,1
is raising technical shortcuts again,0
it just sold out in vancouver,0
still not feeling good i hate that i,1
so wearing boots for walkies ugh,0
yeah complete for ms conf but i,0
i wanna definatly belive that jon and kate have i spent,0
this is sad haha i agree,0
hopefully a friend who can help me,1
looking fwd to jess' exam tomorrow,0
that 'd make the earth swell,0
ps so many memories so little time,1
i need a new charger so i,1
something interesting to say that i have been told to do some,1
by the way that is a great article,0
they all look really good with it,1
thanks for the update i was really tempted,0
well i am going to be in the office,1
just finished a blog about an essay,1
visit with a friend and a friend,1
i have a headache i think i might,1
my day is almost over gotta catch up soon,0
it 's a sad day for me,1
sara amp anna are getting together,1
twitter is turning on tweetdeck notice confusion and bricked url systems allows to me,0
not sure if i 'll get to see the new one,1
i have to go to work,1
we need more chocolate ice cream,0
i like american apparel think of a,0
oh my god what 's wrong with my head,1
i think somethings is done with me and i ca n't work at least,0
hates being an insomniac so that is a nice one,1
yeah that 's a lot of work,1
hope campbell on 22nd floor did n't forget about being checked out then private,0
means i ca n't get it to work on my,1
u 're now on twitter,0
check and then one of the,0
lmao good luck when your the mark amp but in,0
i had a bad day at work today,1
nothing fun than a old gay school philosophy luved,0
youtube is n't available for the us,1
finally guna study economics practice to study,0
so i 've got a cold,1
i think it 's going to rain,1
my stomach kills and i miss my pillow,1
i ca n't believe how good it is,1
awww good thing we go meet ca n't wait lost track of history,0
i'm sure you 'll get the perfect nap as well,0
4 guys of nuts sake,0
i am a bit of a bad student,1
organized the day with a new one,1
watching terminator salvation but go east that,0
but hopefully this one shall help with nj,0
we 've got to do it before christmas so it 's good,0
none of the girls are in town and,1
here 's hoping to get a few,1
sooooooo tired upgrading from wordpress tonight my mac is low compared to multiple of my monitors,0
i run to alberta amp back,0
better see angels urself in the morning tweet that 's true true,0
i remember these days i think i was wrong lt333,0
ir are so cute amp sad i hear ian come,0
sucks rite now with the person now,0
running errands and watching a movie with friends,1
i just had a great time with,1
i'm so tired of the rain,1
shiny day and a great evening ahead,1
sewing intro is good the sun,0
wake up to find blank is up in,0
too bad i had to drive in the rain,1
i have a feeling it will be a good one,1
is going to bed early tonight with,1
hahahah do n't worry i 'll have a new,1
just as im 2 years behind during summer hols in italy,0
they 're not in the uk,1
just woke up and it feels like crap,1
will be back in a few hours,1
lets see what i can do revisions i,0
on the plane with my dad and uncle,1
the poor spiderman tonight without it but u still do,0
a bit of a cold and cold,1
gotta go to work now nowt this is,0
i just got the new sidekick album,1
i think my computer has died i want to,0
does n't want to go back to,1
evidently the rain setting the flu last night,0
my makeup via deleted something,0
watching regular announcements dunno which series,0
swimming sesh amp relax but they,0
and i have to go to work,1
there is a movie that badly said for us month i expect a day to a bang,0
eff this pic i miss the boys i ca n't,1
going to bed nighty night everybody,1
rain rain go away come again another day,1
check out cool travel interviews i miss all,0
every one of them are following me,1
so i have a feeling it 's going to be a long day,1
i'm a admit smiley case,0
is watching the final season of hannah montana,1
the sun is shining and i have a headache,1
been up since 630am and i still have n't eaten anything yet,1
miley cyrus is on tonight and im,1
i have a feeling i 'll be able to make it to,1
always a fun time i am on an ipod,1
lol yeah i was just kidding,1
they 're all expired and i have to wait until november,1
seems to have gotten a little mixed just about,0
awww going to bed pun,0
groovy issued set on mac essential website,0
so you 're on the road to la and then go,1
now everything is fine missing u too,0
i had you and a cupcake,0
im working on warming computer check out harry potter 2moro,0
quality of my life is a great thing,1
check out for a few weeks,0
2nd time this week i 've been in the middle of a long weekend of,1
i'm so tired but i ca n't sleep,1
my mom is so sick and i ca n't even walk,1
i'm gonna hate on him,0
i really got no sleep can i,0
dead wii springs a day without dancing downpour after fond news about 145 kids first,0
smile it was an truth to the poa was,0
movies for 24 every resort of never,0
i 've been trusted comments lately,0
i ca n't eat them,0
my computer is a mess and i am trying to upload,1
i have a feeling it 's going to be a long day at work,1
it is basically spot available my,0
oh leaving us hanging contracts back early,0
i have a feeling i 'll be,1
i do but i do n't know if i'm allowed to go,1
very confused but it wont let me,1
we 've been stealing my free honda data since budget,0
now that i know what to wear,1
fun night with my friends and my friends,1
is watching giggles even though i ca n't come,0
i have to go to work,1
work day work wish i could be out of the house,0
leaving my grandma house amp it 's still warm,1
i ca n't be bothered with your expense on the,1
it 's too early to be practicing,0
i love bampn but we do it hella soon,0
quotthe rain is killing me and it wo n't charge my mood,1
listening to 90 's keri 32 pounds reinstalled,0
looks like i wo n't have much time to make myself,1
going to bed now i have to wake up,1
still at that one of us,1
let too many times gotta earn it very fit to weeds,0
get 100 followers a day using wwwtweeterfollowcom once you add everyone you,0
vet is on the verge of a sore throat,1
leaving kitchen swings for safety munchkins,0
i hope you all have a nice morning,1
loving the sunshine but it is cold,1
all kinds of gigs to do,0
hmmm didnt know my bff died,0
family reunion was fun i am sad,1
i love it and i love the video for,1
got a little sneak peek nite tweet,0
i did read chocolate twisted pepper instead of making myself go with borrowed,0
preparing for my new job today,1
it 's either presale or pennsylvania,0
phone call is broken my phone is fixed,1
i'm from 35 so i do n't finish wax lessons in,0
they will never get back the other people,1
just finished my twitter review,0
waiting for my new macbook pro to be delivered,1
they start apple h8 90s rock music,0
i just made a new one haha,1
so it seems to be a nice,1
i have to go to work,1
today it 's gonna be a long day i know,1
you know i 'll be seeing my mom when i go with him hopefully,0
this is crashing on my mind,0
good luck with the new album,1
beth is the shiz you too,0
i just had a great day,1
seriously attacks of the heat today,0
i do n't know how many of those were in the uk,1
just lyk how to stay up till 12,0
trying to get my butt back in jammin to new division for,0
but come moment and follow meeee okay thanks,0
making a video of the new jonas,1
is confused and heavy this ca,0
next year i 'll be going home,1
the sun is shining and it 's not raining,1
i think i'm going to go to bed,1
do n't forget i have n't bought anything,0
ca n't believe i missed the fight,1
anyone else having a good day,1
im not sure if i could get,1
my dad told me i'm coming round,1
thats the best i 've ever seen,1
i wonder why i put them in,0
i love having withdrawals love u 2 days,0
my tummy hurts wont happen after tonight tho,0
just finished watching the season finale of the hills,1
if i'm really hot as yet it reminds me of mix is,0
hope you 're having a nice weekend,1
my bro just prepping a holiday for lady gaga on her,0
lol i know it 's a shame,1
i just do n't feel like sleeping anymore,0
how r u feeling abt crap,0
falling in love with you,0
keep alert until 10pm and the sub will come,0
raining in my head in the back,1
i have no idea what to do,1
was very stuck in the office with no skateboarding,0
btw your dad is on my phone,1
i have been eating too much and work,0
any movie management videos with cvs covering to mill,0
why do n't you ever reply to me,1
lol yeah but i do n't think today 's going to be good,0
graduated 2 calories today first 3 days at it now,0
noooooooooo i still havnt taken my english heels today,0
put the cat name to the roof in,0
oww getting bad exercise sucks,0
i ca n't even watch it with my laptop,1
anyone else having problems with the iphone,1
and i do n't want it to end to,1
the first time for me and this is my,1
i think you are too much a,1
i got to see it today,1
3 more days till the concert,1
shane has left now so sad quotthat this means i will be taking,0
that cruise management is addictive moments,0
holy smokes i just got home from the gym,1
getting ready for my work day,1
hi i'm still in bed though but im,1
woo hoo hoo hooo the whole time,1
starbucks true items at collect home depot,0
today is the day every1 jonas,0
off to stargate stopped saying good bye,0
i have a feeling it wo n't be that long,1
cries i just realized that twitter is n't allowing maintenance to be a twitter,1
my dvd partial until thursday,0
that cruise management is addictive moments,0
rather busy preparing with mackenzie,0
long day visited the poor leather offers haha awwwh dont you where did the guys get it to you,0
im in a good mood today,0
i miss my sister he 's gone,1
yay migraine gets better i ca n't sleep,0
time for a new project,0
i am so happy to see that,1
it 's been raining here all day,1
loving the sun and sun burn,1
i do n't want to leave,1
starbucks true items at collect home depot,0
good luck with the new album,1
i have to go to work tomorrow,1
mostly hanging out at the bakery really really feels so alone,0
yeah this is the first time i 've been on here,1
thx for your prayers on ur bday,1
everyone will get used to this 100,0
nightt my dad just left for work,1
i just had some of my dreams,1
phone call is broken my phone is fixed,1
opened my phone and now i have,1
how 'bout that no money neil henrie,0
generally not feeling well at all,1
i have been eating too much and work,0
oh yea a biz map which makes,0
life seems so complicated right now,1
got caught on twitter this morning but now i want to go back to sleep,1
do n't forget to take a pic of,1
you should check out my millions,0
just plate with stalkers from home fees is,0
sa jg a todos twitter hein,1
hei i think u r going to,1
still waiting for the new iphone,1
not sure if i 'll be able to tweet much,0
but i still do n't have time to do anything,1
dead wii springs a day without dancing downpour after fond news about 145 kids first,0
cant wait for summin next week too,0
and i just want to be home alone,1
stupid twitter wont let me upload my new pic,1
i now swore not to remember in the,0
well it is n't that bad,1
hey tom just a thought your night would,0
are you still going to have another,1
i think i am gonna go to sleep,1
i have a headache and i have to go back to work,1
tell me about the ads,0
it 's my iphone today,0
thankz for visiting that dear wall,0
i just watched the last episode of the hills,1
i have to give if i get my,0
going out to gilmore lake with copenhagen,0
my gut always seems to taste like toe bleed n i love my honey,0
shark is my best friend for a second year,1
4 3 year olds walks in castle closed,0
i 've got a sunburn on,0
i 've been wanting for very long this past few weeks,0
i'm deffo running outside in the sun,0
is glad people knocked into the goood at 4am,0
i think i need something to rudy at the first,0
they 're good and was so,0
keep it up for but indy says quotyou are gonna,0
the weather here is nice again so much for a rainy weekend,1
yes it 's a great day,1
u love me it feels embarassed lol,0
we had a blast at a wedding reception but now i have no idea,1
yes just sayin' surely fd in,0
my phone is n't working properly,1
got a headache and smile 2 back with e and heather,0
wants to go to the beach,1
the faint bet is impressive,0
sitting at the airport waiting for my,1
but i do barely noe i got way too drunk,0
just plate with stalkers from home fees is,0
does n't want to go to work,1
yeah huge words i'm talking about,0
i keep forgetting that bald leather regards is,0
why is it raining like a man,1
maybe tomorrow should be better than yesterday,0
starting to get ready to go to the beach,1
quot how much do i love the interviews though i,0
reaching the new iphone 3g s,1
btw i 've been neglecting my blog for a bit,1
oh well puppy feeding us,0
drinking a water pop bag drinking mint,0
not so much but it 's 7am today i,0
unless only i 'd enjoy the whole fam,0
is not a good morning for you,1
check and then one of the,0
come home colorful and humid,0
the poor spiderman tonight without it but u still do,0
made me think about ourselves should my monday get better,0
looks like it 's another scorcher in the us,1
goodluck to your son and his friend,1
plan seventeen analysis on tuesdays,0
then back for earings but only ta kris lost,0
the sun is shining and its,0
do you wanna watch a star trek,1
i hate it when you are finishing your impossible progress,0
for 6 hours i'm not being a,0
maybe tomorrow should be better than yesterday,0
the weather is beautiful and i have a cold,1
i 'll dm you my address once i join twitter,0
